peak_id,phylum_score,class_score,order_score,family_score,genus_score
734391,0.1,0.05,0.05,0.0,0.0
1135811,0.06,0.03,0.03,0.0,0.0
742597,0.2,0.1,0.1,0.02,0.0
816335,0.18,0.02,0.02,0.03,0.03
1316055,0.0,0.0,0.0,0.0,0.0
1168599,1.0,0.5,0.5,0.0,0.0
890090,0.07,0.02,0.02,0.0,0.0
1152246,0.29,0.14,0.14,0.0,0.0
791801,,,,,
791802,,,,,
791803,,,,,
791804,,,,,
1324286,0.0,0.0,0.0,0.0,0.0
1209603,0.5,0.33,0.33,0.0,0.0
652564,0.06,0.04,0.04,0.0,0.0
1168674,0.43,0.14,0.14,0.0,0.0
693569,0.09,0.04,0.04,0.0,0.0
1283395,0.0,0.0,0.0,0.0,0.0
1209671,0.2,0.2,0.2,0.0,0.0
218443,1.0,1.0,1.0,0.0,0.0
808270,1.0,1.0,1.0,0.0,0.0
1201511,0.0,0.0,0.0,0.0,0.0
1168755,0.53,0.11,0.11,0.0,0.0
726389,0.27,0.09,0.09,0.02,0.02
1414522,0.71,0.29,0.29,0.03,0.03
644512,0.0,0.0,0.0,0.0,0.0
693696,0.08,0.07,0.07,0.0,0.0
1226183,0.0,0.0,0.0,0.0,0.0
1299927,0.1,0.08,0.08,0.0,0.0
1324511,0.5,0.5,0.5,0.0,0.0
800224,,,,,
1324521,0.0,0.0,0.0,0.0,0.0
1291766,1.0,1.0,1.0,0.0,0.0
734719,0.13,0.11,0.11,0.0,0.0
833041,0.05,0.02,0.02,0.0,0.0
652825,0.4,0.26,0.26,0.02,0.02
636442,0.11,0.09,0.09,0.0,0.0
734775,,,,,
1218105,0.33,0.33,0.33,0.0,0.0
1234491,0.15,0.02,0.02,0.0,0.0
1152593,0.67,0.67,0.67,0.0,0.0
652884,0.53,0.26,0.26,0.03,0.03
1177181,0.1,0.05,0.05,0.0,0.0
1218149,1.0,1.0,1.0,0.0,0.0
1152616,0.33,0.33,0.33,0.0,0.0
1152625,0.33,0.17,0.17,0.0,0.0
1152633,0.5,0.5,0.5,0.0,0.0
112250,0.02,0.02,0.02,0.0,0.0
1308287,0.07,0.05,0.05,0.0,0.0
1308288,,,,,
734848,0.08,0.04,0.04,0.0,0.0
685696,0.17,0.03,0.03,0.0,0.0
808579,0.05,0.05,0.05,0.0,0.0
1365644,0.25,0.25,0.25,0.0,0.0
1365675,0.33,0.33,0.33,0.0,0.0
702124,,,,,
702125,,,,,
702126,,,,,
1152691,0.33,0.33,0.33,0.0,0.0
1357494,0.13,0.04,0.04,0.01,0.01
1152700,0.29,0.06,0.06,0.0,0.0
767689,0.08,0.01,0.01,0.0,0.0
677581,0.17,0.0,0.0,0.0,0.0
677583,,,,,
653011,1.0,1.0,1.0,0.0,0.0
702170,,,,,
1218266,0.2,0.2,0.2,0.0,0.0
677608,0.0,0.0,0.0,0.0,0.0
677610,,,,,
1152752,0.06,0.02,0.02,0.0,0.0
808690,0.09,0.04,0.04,0.0,0.0
808688,0.25,0.17,0.17,0.0,0.0
1242878,0.1,0.02,0.02,0.0,0.0
1259296,0.11,0.05,0.05,0.0,0.0
1152801,0.06,0.02,0.02,0.0,0.0
710431,,,,,
702276,0.12,0.07,0.07,0.02,0.02
677716,0.2,0.2,0.2,0.0,0.0
751469,0.17,0.11,0.11,0.0,0.0
1193846,0.25,0.25,0.25,0.0,0.0
677781,0.25,0.25,0.25,0.0,0.0
956331,0.13,0.1,0.1,0.0,0.0
767916,0.13,0.09,0.09,0.0,0.0
1218478,0.5,0.5,0.5,0.0,0.0
645046,0.05,0.02,0.02,0.0,0.0
1152953,0.0,0.0,0.0,0.0,0.0
1316800,0.5,0.5,0.5,0.0,0.0
710599,0.06,0.04,0.04,0.0,0.0
1152967,0.17,0.08,0.08,0.0,0.0
677848,,,,,
677850,,,,,
1193958,0.22,0.11,0.11,0.0,0.0
808952,0.14,0.06,0.06,0.04,0.02
874488,0.07,0.05,0.05,0.0,0.0
677884,,,,,
677891,0.0,0.0,0.0,0.0,0.0
800785,0.21,0.12,0.12,0.0,0.0
1259546,1.0,1.0,1.0,0.0,0.0
1243172,0.5,0.5,0.5,0.0,0.0
808999,0.22,0.11,0.11,0.0,0.0
1325098,0.5,0.17,0.17,0.0,0.0
677943,,,,,
677944,0.14,0.14,0.14,0.0,0.0
882747,0.07,0.05,0.05,0.0,0.0
669762,0.13,0.08,0.08,0.0,0.0
694340,0.0,0.0,0.0,0.0,0.0
1218630,0.12,0.12,0.12,0.0,0.0
817233,0.16,0.12,0.12,0.0,0.0
1153106,0.0,0.0,0.0,0.0,0.0
1243223,0.5,0.5,0.5,0.0,0.0
653399,,,,,
1308766,,,,,
653423,,,,,
1415282,0.18,0.08,0.08,0.0,0.0
1218677,1.0,1.0,1.0,0.0,0.0
1349753,0.12,0.09,0.09,0.0,0.0
1415299,0.11,0.05,0.05,0.0,0.0
1243268,0.5,0.5,0.5,0.0,0.0
1284247,0.13,0.09,0.09,0.0,0.0
653464,,,,,
653463,,,,,
653480,,,,,
784563,,,,,
1259703,0.17,0.17,0.17,0.0,0.0
1145015,0.78,0.67,0.67,0.0,0.0
620725,0.02,0.02,0.02,0.0,0.0
1415355,0.38,0.31,0.31,0.0,0.0
686273,0.07,0.07,0.07,0.0,0.0
1415390,0.59,0.24,0.24,0.03,0.03
1407227,0.1,0.02,0.02,0.0,0.0
1415424,0.16,0.05,0.05,0.0,0.0
1169667,0.17,0.17,0.17,0.0,0.0
710923,0.1,0.06,0.06,0.0,0.0
825613,0.12,0.1,0.1,0.0,0.0
858393,0.19,0.17,0.17,0.0,0.0
1325366,0.0,0.0,0.0,0.0,0.0
1325371,0.5,0.5,0.5,0.0,0.0
1325378,0.67,0.33,0.33,0.0,0.0
801096,0.04,0.04,0.04,0.0,0.0
678220,0.12,0.09,0.09,0.0,0.0
694607,0.09,0.0,0.0,0.02,0.02
1087830,0.17,0.0,0.0,0.0,0.0
686456,0.11,0.07,0.07,0.0,0.0
629140,0.14,0.12,0.12,0.0,0.0
104856,0.07,0.05,0.05,0.0,0.0
1251771,0.19,0.03,0.03,0.0,0.0
104895,0.05,0.05,0.05,0.0,0.0
1464784,,,,,
1464786,,,,,
637395,0.09,0.07,0.07,0.0,0.0
104924,0.1,0.05,0.05,0.03,0.0
743902,0.06,0.04,0.04,0.0,0.0
678385,0.1,0.03,0.03,0.0,0.0
702966,0.08,0.03,0.03,0.0,0.0
1464829,0.24,0.16,0.16,0.0,0.0
1251848,0.5,0.5,0.5,0.0,0.0
1325582,1.0,1.0,1.0,0.0,0.0
1325583,,,,,
1350158,0.44,0.32,0.32,0.04,0.04
1415701,0.1,0.08,0.08,0.0,0.0
825878,0.15,0.11,0.11,0.0,0.0
1464864,0.0,0.0,0.0,0.0,0.0
1464865,,,,,
1325601,,,,,
752165,0.08,0.06,0.06,0.0,0.0
752173,,,,,
113199,0.05,0.0,0.0,0.0,0.0
752174,0.06,0.04,0.04,0.0,0.0
784972,,,,,
1415759,0.15,0.11,0.11,0.0,0.0
842335,0.06,0.04,0.04,0.0,0.0
1251944,0.5,0.5,0.5,0.0,0.0
703082,0.08,0.06,0.06,0.0,0.0
793203,0.11,0.09,0.09,0.0,0.0
629371,,,,,
629372,,,,,
105100,0.08,0.06,0.06,0.0,0.0
1464991,0.67,0.33,0.33,0.0,0.0
1465000,0.5,0.5,0.5,0.0,0.0
1350315,0.02,0.02,0.02,0.0,0.0
1309356,,,,,
1112749,0.15,0.12,0.12,0.0,0.0
1465007,0.3,0.22,0.22,0.0,0.0
662195,0.13,0.12,0.12,0.0,0.0
719550,0.02,0.02,0.02,0.0,0.0
752323,0.31,0.17,0.17,0.02,0.02
1465027,0.67,0.33,0.33,0.0,0.0
1465036,0.29,0.14,0.14,0.0,0.0
1465043,1.0,0.0,0.0,0.0,0.0
105176,0.09,0.07,0.07,0.0,0.0
629473,0.08,0.08,0.08,0.0,0.0
678634,0.1,0.06,0.06,0.0,0.0
1325805,0.5,0.5,0.5,0.0,0.0
654063,0.13,0.08,0.08,0.0,0.0
629492,0.02,0.02,0.02,0.0,0.0
1325814,0.33,0.33,0.33,0.0,0.0
670455,0.11,0.04,0.04,0.02,0.02
776955,0.02,0.0,0.0,0.0,0.0
1252092,0.13,0.06,0.06,0.0,0.0
1325824,0.5,0.5,0.5,0.0,0.0
1350410,0.1,0.05,0.05,0.0,0.0
105228,0.02,0.02,0.02,0.0,0.0
1121040,0.12,0.06,0.06,0.0,0.0
1465110,1.0,0.0,0.0,0.0,0.0
662294,0.04,0.04,0.04,0.0,0.0
1465112,1.0,0.0,0.0,0.0,0.0
678684,0.12,0.08,0.08,0.0,0.0
1309477,1.0,1.0,1.0,0.0,0.0
1325864,1.0,1.0,1.0,0.0,0.0
695082,0.06,0.06,0.06,0.0,0.0
1465132,1.0,0.0,0.0,0.0,0.0
1465140,,,,,
1325878,1.0,1.0,1.0,0.0,0.0
105283,0.12,0.1,0.1,0.0,0.0
719681,0.11,0.07,0.07,0.0,0.0
1325897,1.0,1.0,1.0,0.0,0.0
105290,0.09,0.07,0.07,0.0,0.0
1309533,0.0,0.0,0.0,0.0,0.0
662367,0.11,0.09,0.09,0.0,0.0
1325924,1.0,1.0,1.0,0.0,0.0
1465194,1.0,0.0,0.0,0.0,0.0
1309547,0.0,0.0,0.0,0.0,0.0
1465196,1.0,0.0,0.0,0.0,0.0
1309556,,,,,
1325940,1.0,1.0,1.0,0.0,0.0
719735,0.02,0.02,0.02,0.0,0.0
1112951,0.22,0.22,0.22,0.0,0.0
801668,0.0,0.0,0.0,0.0,0.0
801670,0.0,0.0,0.0,0.0,0.0
105348,0.12,0.06,0.06,0.03,0.0
801671,1.0,1.0,1.0,0.0,0.0
703375,0.06,0.02,0.02,0.0,0.0
1309584,1.0,1.0,1.0,0.0,0.0
678800,0.26,0.15,0.15,0.02,0.02
629658,0.07,0.07,0.07,0.0,0.0
695195,0.1,0.06,0.06,0.0,0.0
1309599,0.5,0.5,0.5,0.0,0.0
703394,0.11,0.06,0.06,0.06,0.06
1465260,,,,,
1309613,0.33,0.33,0.33,0.0,0.0
1309612,0.5,0.5,0.5,0.0,0.0
662440,0.13,0.1,0.1,0.0,0.0
654263,0.07,0.04,0.04,0.0,0.0
105404,0.0,0.0,0.0,0.0,0.0
662464,0.09,0.06,0.06,0.0,0.0
1309633,0.5,0.5,0.5,0.0,0.0
1465291,1.0,1.0,1.0,0.0,0.0
719818,0.12,0.06,0.06,0.0,0.0
1465295,0.75,0.0,0.0,0.0,0.0
1162190,0.25,0.25,0.25,0.0,0.0
1186768,0.29,0.07,0.07,0.0,0.0
1416158,0.09,0.05,0.05,0.0,0.0
1326089,,,,,
1326093,0.5,0.5,0.5,0.0,0.0
654355,0.02,0.02,0.02,0.0,0.0
1326108,,,,,
1326109,,,,,
818214,0.11,0.11,0.11,0.0,0.0
695341,0.1,0.06,0.06,0.0,0.0
1129522,0.25,0.12,0.12,0.0,0.0
1309746,1.0,1.0,1.0,0.0,0.0
1465411,0.5,0.5,0.5,0.0,0.0
1309765,0.5,0.5,0.5,0.0,0.0
1195080,0.33,0.33,0.33,0.0,0.0
1186890,0.15,0.08,0.08,0.0,0.0
1465432,0.5,0.5,0.5,0.0,0.0
1195110,0.5,0.5,0.5,0.0,0.0
719975,0.14,0.08,0.08,0.0,0.0
1309799,0.5,0.5,0.5,0.0,0.0
679016,0.06,0.04,0.04,0.0,0.0
1334401,0.43,0.14,0.14,0.0,0.0
1080462,0.12,0.07,0.07,0.0,0.0
1334419,1.0,1.0,1.0,0.0,0.0
1113233,0.11,0.06,0.06,0.0,0.0
621719,0.07,0.07,0.07,0.0,0.0
1309852,0.5,0.5,0.5,0.0,0.0
1195164,0.0,0.0,0.0,0.0,0.0
1334441,1.0,1.0,1.0,0.0,0.0
1309868,,,,,
1465517,1.0,1.0,1.0,0.0,0.0
1416368,0.16,0.07,0.07,0.0,0.0
1326277,0.0,0.0,0.0,0.0,0.0
1244360,0.2,0.14,0.14,0.0,0.0
1334471,0.5,0.5,0.5,0.0,0.0
1465553,0.5,0.5,0.5,0.0,0.0
1416417,0.1,0.06,0.06,0.0,0.0
974053,0.11,0.04,0.04,0.0,0.0
1326311,1.0,1.0,1.0,0.0,0.0
728303,0.13,0.09,0.09,0.0,0.0
695536,0.08,0.06,0.06,0.0,0.0
1080565,0.07,0.07,0.07,0.0,0.0
769263,1.0,0.0,0.0,0.0,0.0
769273,0.67,0.0,0.0,0.0,0.0
810235,0.05,0.0,0.0,0.0,0.0
802053,,,,,
1154315,0.5,0.25,0.25,0.0,0.0
695570,0.11,0.09,0.09,0.0,0.0
1318168,0.12,0.08,0.08,0.0,0.0
900377,0.33,0.07,0.07,0.0,0.0
687388,0.17,0.17,0.17,0.0,0.0
1269021,0.53,0.47,0.47,0.0,0.0
711969,0.1,0.04,0.04,0.0,0.0
1080628,0.1,0.08,0.08,0.0,0.0
1318197,0.42,0.08,0.08,0.0,0.0
113985,0.16,0.04,0.04,0.02,0.0
1310027,0.19,0.12,0.12,0.0,0.0
1310035,0.13,0.04,0.04,0.0,0.0
802136,0.13,0.04,0.04,0.0,0.0
1342812,,,,,
777568,0.15,0.0,0.0,0.08,0.08
1178971,0.2,0.05,0.05,0.0,0.0
1178972,,,,,
1326454,,,,,
1211770,0.11,0.02,0.02,0.0,0.0
1301884,0.04,0.04,0.04,0.0,0.0
712065,0.09,0.05,0.05,0.0,0.0
736644,0.08,0.0,0.0,0.03,0.03
1326476,,,,,
1326477,,,,,
753041,0.07,0.02,0.02,0.0,0.0
89500,0.05,0.05,0.05,0.0,0.0
1465769,,,,,
1146285,0.21,0.06,0.06,0.03,0.03
1154476,0.21,0.13,0.13,0.0,0.0
712141,0.12,0.04,0.04,0.0,0.0
1310161,0.12,0.09,0.09,0.0,0.0
785882,0.1,0.07,0.07,0.0,0.0
654828,0.13,0.11,0.11,0.0,0.0
1310192,0.07,0.02,0.02,0.0,0.0
761346,0.14,0.05,0.05,0.0,0.0
1310224,0.08,0.03,0.03,0.0,0.0
89620,0.06,0.06,0.06,0.0,0.0
1138203,0.07,0.04,0.04,0.0,0.0
818721,0.14,0.09,0.09,0.0,0.0
704055,,,,,
1416779,0.09,0.02,0.02,0.0,0.0
1072717,0.12,0.05,0.05,0.0,0.0
1392289,0.14,0.05,0.05,0.0,0.0
687783,,,,,
679608,0.24,0.19,0.19,0.0,0.0
655035,,,,,
1179324,0.5,0.5,0.5,0.0,0.0
655037,,,,,
679615,0.12,0.0,0.0,0.0,0.0
605891,0.07,0.07,0.07,0.0,0.0
712387,0.1,0.03,0.03,0.0,0.0
1154759,0.08,0.08,0.08,0.0,0.0
712405,0.05,0.04,0.04,0.0,0.0
655065,,,,,
1416922,0.18,0.08,0.08,0.0,0.0
1179353,0.5,0.5,0.5,0.0,0.0
1310431,0.5,0.5,0.5,0.0,0.0
1138407,0.08,0.02,0.02,0.0,0.0
1179368,0.5,0.5,0.5,0.0,0.0
802548,0.5,0.5,0.5,0.0,0.0
1310453,0.0,0.0,0.0,0.0,0.0
802549,1.0,1.0,1.0,0.0,0.0
1335035,0.1,0.07,0.07,0.0,0.0
679685,0.25,0.25,0.25,0.0,0.0
720650,0.04,0.04,0.04,0.0,0.0
655115,,,,,
1179405,0.5,0.25,0.25,0.0,0.0
868114,0.2,0.09,0.09,0.0,0.0
655125,,,,,
679713,0.0,0.0,0.0,0.0,0.0
1310498,0.18,0.09,0.09,0.0,0.0
761636,0.07,0.05,0.05,0.0,0.0
1228583,0.5,0.5,0.5,0.0,0.0
1171269,0.25,0.25,0.25,0.0,0.0
1269585,0.5,0.5,0.5,0.0,0.0
1335136,0.0,0.0,0.0,0.0,0.0
1335137,,,,,
630629,0.04,0.04,0.04,0.0,0.0
1326952,0.5,0.5,0.5,0.0,0.0
1318777,0.5,0.5,0.5,0.0,0.0
1154938,0.09,0.09,0.09,0.0,0.0
1220478,0.5,0.5,0.5,0.0,0.0
999307,0.08,0.08,0.08,0.0,0.0
1179533,0.33,0.33,0.33,0.0,0.0
671631,0.5,0.5,0.5,0.0,0.0
982933,0.07,0.02,0.02,0.0,0.0
1318811,0.33,0.33,0.33,0.0,0.0
1343390,0.15,0.1,0.1,0.0,0.0
688046,0.13,0.08,0.08,0.0,0.0
1187762,0.11,0.06,0.06,0.0,0.0
737213,0.2,0.12,0.12,0.0,0.0
1318846,0.32,0.22,0.22,0.0,0.0
778186,0.06,0.04,0.04,0.0,0.0
688089,0.19,0.13,0.13,0.0,0.0
1327064,,,,,
671733,0.0,0.0,0.0,0.0,0.0
671734,,,,,
